target,candidate,split,mae,rmse,r2,wmape,bias
target_tracker_conversions,poisson_raw_count,selected_test,1.1611330559832582,4.996038281563704,0.42313184390363723,0.8647748637703712,-0.26176735651789906
target_tracker_revenue,tweedie_raw_revenue,selected_test,6.05891094351629,25.981365972327257,0.3169921296402729,0.9575430331027912,-0.3129382417291743
